Entry	Subcellular location [CC]
F2WHP9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
H3BPZ1	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU363109}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363109}.
C8Y0Y9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B7Z270	
H0YHZ8	
Q86W75	
A8K768	
A8RC27	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
Q4F1S2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
E9PM70	
F6IQX8	
E9PCX5	
H7BZ29	
Q86XS7	
H0YDV4	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU363110}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363110}.
C9JB28	
B7Z9J3	
A0A076J9C2	
Q6Y8J3	
A6H578	
A0A059RMA0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
R9Y4G3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
A0A1V0E3X9	
B3KQ96	
B3KVQ4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU201114}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU201114}.
B2R9I6	
D2Y6W9	
Q59FK6	
E7ESS4	
Q86SK2	
Q05BM0	
A0A1U9IJY2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B4DR18	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362033}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362033}.
B4DYT0	
A0A1S6P1H5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
F6K6M4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
E5LR39	
H9P4L6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
H0YB30	
B4DFZ9	
A6ZER1	
Q4VBL9	
Q9BRW0	
I3L3Y3	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361206}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361206}.
A0A075X867	
A0A0C4DGH0	
R4ZGR3	
A0A059R902	
K7EN97	
K4DIB0	
B7Z914	
D3K626	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
T1SWF3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A3EY20	
V9J0T0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A059QQW3	
E5RI92	
J3KSL5	
B3KWR9	
Q14708	
A0A1U9X912	
A0A1V0E3M0	
A0A1V0ME19	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B7Z464	
C9JYX1	
J3QS17	
Q8N4D4	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362082}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362082}.
E7ENI1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU361222}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361222}.
G4W278	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
E7EWE7	
A0A059RTX8	
H0YK57	
A0A059QM45	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A1W1B6E6	
D9ZHP6	
B4YCG0	
A0A1S6NTQ9	
Q68DN3	
B9EG24	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}; Single-pass membrane protein {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}.
E2FPU2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
G3V4U1	
A0A087WX92	
H9T437	
I3L2J3	
I3Q6Q2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
Q1ADM1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
J7IJ78	
Q4W5B1	
A0A0C4DGG4	
K7ES24	
H0YBZ2	
I3PXI3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
Q0VAA9	
C9JMW6	
B2WRY8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|SAAS:SAAS00709542}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00709542}.
J3QQS9	
A0A1W1B6J8	
B4E2X0	
B5MCV9	
E7E357	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B3KV13	
C9JKI3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00583323}; Peripheral membrane protein {ECO:0000256|SAAS:SAAS00583323}.; SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU000680}; Peripheral membrane protein {ECO:0000256|RuleBase:RU000680}. Cell membrane {ECO:0000256|RuleBase:RU000680}; Peripheral membrane protein {ECO:0000256|RuleBase:RU000680}. Membrane, caveola {ECO:0000256|RuleBase:RU000680}; Peripheral membrane protein {ECO:0000256|RuleBase:RU000680}.; SUBCELLULAR LOCATION: Membrane, caveola {ECO:0000256|SAAS:SAAS00583331}; Peripheral membrane protein {ECO:0000256|SAAS:SAAS00583331}.
E9PQ76	
H7C5L2	
Q86WJ6	
U3L7M8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
F5H6Y6	
I3L3Q9	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000256|SAAS:SAAS00548360}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00548360}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00548374}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00548374}.
K9JIQ8	
A0A059RYJ7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A8K4T1	
A8K7M0	
A6Z1E0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
Q5HYK4	
Q0IJ53	
K7EJF6	
Q53GU2	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362059}; Single-pass membrane protein {ECO:0000256|RuleBase:RU362059}.
J3KPP1	
Q3KNS8	
A0A1W2PNY3	
D6RIH8	
B4DZ37	
B7Z2J9	
B2LM89	
F5H5G1	
G9LIG4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
H0Y3Q6	
H9RZ55	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}; Single-pass membrane protein {ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291}.
A0A024RBS4	
F8VVE2	
X2C0V0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A0A087X1T6	
H9QZW3	
R9YB54	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B2RE75	
Q5XZI9	
R4GNE2	
E5DZZ0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
A6ZHN9	
B0ZBD3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00578748}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00578748}.
Q3SX58	
Q5XRG8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
Q2TTR7	
E9PLP4	
Q96HX3	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU361143}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU361143}.
A8YPG3	
Q9HBS4	
F5H230	
S6FBR6	
A0A059QPM9	
A0A059QR29	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
K8ESS1	
Q8NF23	
A6NI33	
V9IVP1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
A0A1U9X7M7	
B4DWD6	
U3N6F0	
D6RA63	
B3KSU4	
C9JA85	
Q9BSY0	
Q59FX6	
A0A1W2PRM5	
O21101	
C9K0C7	
Q4FE20	
B8X5J9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
B2KIU0	
G3CA54	
A0A1W2PPQ1	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000256|RuleBase:RU364055}.
D6BP44	
Q5QR34	
Q7GHE2	
E9PQU7	
Q8IW47	
B7Z9G8	
Q6IN47	
A0A087WXP3	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU000633}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU000633}.
A0A078BRP7	
A8KAM8	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|PIRNR:PIRNR500948}; Single-pass type I membrane protein {ECO:0000256|PIRNR:PIRNR500948}. Cytoplasmic vesicle {ECO:0000256|PIRNR:PIRNR500948}. Lysosome lumen {ECO:0000256|PIRNR:PIRNR500948}.; SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU000311}; Single-pass type I membrane protein {ECO:0000256|RuleBase:RU000311}.
A0A059QQZ9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
A0A059QFL5	
B7ZIW0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
E5E1S7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
J3KT02	
D7P655	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
Q9UDZ3	
C9JNM5	
E9PJZ6	
B2R9P5	
K7WVK3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
B4E0A1	
H6SG15	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004397}.
H9M485	
B7ZB23	
A0A059QLJ3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
A8KAP5	
W8DD17	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
S5RMH6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
S4UQD8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
B4DL92	
Q4GHR2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q59GK6	
Q9NSR3	
E9PDL8	
Q5T2L0	
E9PEJ6	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362033}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362033}.
H0Y4T2	
B9EDR3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
W6AX83	
F5H2A2	
A0A087WVH6	
A8K8T3	
A0A059QN30	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
F8W086	
A6ZGZ8	
A6Z903	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
M0QZ48	
A0A087WVC6	
E7EQJ3	
E7EVS2	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000256|RuleBase:RU363063}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU363063}.
F2WI81	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
H9E7V4	
G8XUU6	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|SAAS:SAAS00543559}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00543559}.
A0A059QTW9	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|SAAS:SAAS00709542}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00709542}.
A8K496	SUBCELLULAR LOCATION: Cell junction, synapse {ECO:0000256|SAAS:SAAS00548273}.
H0YCY7	
A2T3X1	
E9PP43	
E5RGS2	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362006}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362006}.
Q59GH3	
E2CZ45	
D7NV35	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A059QPV5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
Q6ZPD7	
A0A059RTC0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
Q14V85	
A0A0B7MB11	
E4W3W1	
Q52R92	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}.
B3KY34	
A0A1W2PPE6	
E7EMX0	
C9JDK4	
E9PI36	
E9PRJ8	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361218}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361218}.
B7ZKV8	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362099}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU362099}.
B3KM95	
G1UI27	
A0A097CKA4	
D1CS87	
C9J9N5	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361216}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361216}.
G9LE20	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
H7C062	
A0A087WXH7	
A0A1V0EFI5	
F8WA85	
B2XPV8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
D6RBK7	
A0A1S6MS81	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A4ZMF3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
A4ZKZ6	
B1Q2B0	
D6RIE0	
H9M4C6	
J9V0I5	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
E9PEX9	
E9PN30	
Q4F553	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A0A0A0PMC3	
A5YRV0	
H9E783	
E9PJK9	
H0YCM8	
C9JKR3	
W8W3J0	
A0A059RKC5	
A8K604	
Q96T97	
A0A059QHW4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q32Q26	
D2CRH0	
M0QZ46	
V9JQD4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
K7ERW2	
F1T0I3	
V9JBV1	
R9Y968	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
D9ZHQ2	
X5BEG4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B3KVV2	
A0A1S6M7U6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A4ZMW5	
B4E1K5	
F8WB27	
Q6AHX3	
A0A0S4XRJ3	
A0A126GWA7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}.
Q8N8A7	
C5NT78	
Q5Y7B2	
Q8WXV5	
D3DVQ6	
A0A0A0YLK1	
Q8NDP9	
A0A126GV97	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}.
Q2MJJ5	
A0A0N7B161	
D7RIG0	
D7RIG6	
Q9TQ73	
Q56FN6	
A0A0G2JRA8	
Q86SJ4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146}.
Q8WZ28	
D3DSR9	
Q56FN8	
A0A0G2JNJ5	
A8MT18	
A0A0N7BBR4	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00061113}.
H6WHW2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
E5KVZ4	
Q71UV7	
A6ZH65	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
Q96RV2	
F2WF09	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113}.
E7ESJ2	
A0A096WXI1	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B0BCY8	
D6RCP3	
Q96AH2	
A0A1V0E3Q8	
A0A1V0MD76	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
H7C2N7	
H7C594	
A0A0C4DFY5	
Q0Z7G8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
B5BUG9	
Q5SA63	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
A1Z1D7	
B4DYN3	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000256|RuleBase:RU364027}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU364027}.
B7Z3F8	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362084}.
D6REK5	
F8U4W0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
X5BIK3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
K9J969	
B4DMH4	
Q85KW2	
A0A0A0MRG2	
A0A097CK87	
B4E2D8	
A0A024RA89	
B3KXG9	
A0A059RS27	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
F6IQX9	
Q6JSD7	
F5GZ20	
H9SP73	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
Q53FG2	
B0BCZ2	
V9JDL3	
E5E1W2	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
K7ELH8	
V9J978	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000369}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000369}.
V9JY98	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
Q8TAY1	
Q3ZCM1	
X2C0W8	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
Q6FGP9	
Q9BTU8	
F5GWE3	
F6IQK8	
Q6RNC6	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
Q4ZF49	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
H3BPV9	
A0A059RND0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU004450}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004450}.
W6A4U0	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361218}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361218}.
A0A059RNR7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU000471}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU000471}.
Q58EZ6	
A1DUU4	
V9N9E3	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000256|SAAS:SAAS00410259}; Multi-pass membrane protein {ECO:0000256|SAAS:SAAS00410259}.
M0QXM4	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU361216}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU361216}.
V9JTH3	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751}.
A0A1V0E3R8	
A0A1S6NMQ7	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
D3DV26	
Q4GSE3	
A0A097KU11	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
X5D999	
C8XWK4	
Q9BXX6	
Q6PJ25	SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU362033}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU362033}.
Q6P3V6	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000256|SAAS:SAAS00582638}.
Q0ZF97	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
W5VG07	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU362117}.
M0R222	
